region	distance	type
CHR1|136009-139287	0.00296155999999996	HGT
CHR1|325943-328365	0.00218470999999996	HGT
CHR1|449309-450592	0.0184378500000001	HGT
CHR1|546658-547959	0.0122100899999999	HGT
CHR1|964867-966441	0.0332492400000008	HGT
CHR1|1073625-1076753	0.00501030999999998	HGT
CHR1|1110676-1111869	0.00798519999999989	HGT
CHR1|1156606-1158266	0.000951700000000013	HGT
CHR1|1183874-1185079	0.0135090299999999	HGT
CHR1|1224460-1225487	0.0384982600000005	HGT
CHR1|1285343-1286599	0.0250390000000001	HGT
CHR1|1301154-1302620	0.0106911099999999	HGT
CHR1|1483015-1484301	0.00124049000000001	HGT
CHR1|1540867-1541891	0.03037205	HGT
CHR1|1865583-1867026	0.0168113599999999	HGT
CHR1|2212011-2214005	0.0186730400000001	HGT
CHR1|2277397-2278483	0.00267532	HGT
CHR1|2691455-2693350	0.00433084999999996	HGT
CHR1|3559943-3560955	0.0135057199999998	HGT
CHR1|9318362-9320901	0.0134727299999998	HGT
CHR1|24162983-24164421	0.01190435	HGT
CHR1|26093712-26095400	0.0254852400000006	HGT
CHR1|31859526-31860878	0.0125556299999999	HGT
CHR1|41996803-41998009	0.0278782500000002	HGT
CHR1|54021403-54022795	0.0370912900000007	HGT
CHR1|121137761-121138777	0.0137870299999998	HGT
CHR1|142884798-142886228	0.0110573199999999	HGT
CHR1|143121665-143123163	0.0105396799999999	HGT
CHR1|148854277-148855922	0.01095954	HGT
CHR1|222645180-222648618	0.00286255999999998	HGT
CHR1|227143392-227144996	0.0308307000000006	HGT
CHR1|227165465-227166679	0.0134802299999999	HGT
CHR1|228155953-228159680	0.00241812999999996	HGT
CHR1|228255343-228256584	0.0177243499999999	HGT
CHR1|228745209-228746863	0.00136593999999998	HGT
CHR1|228747285-228748919	0.00129434	HGT
CHR1|228749043-228752674	0.00126965	HGT
CHR1|228752938-228754915	0.00129127999999999	HGT
CHR1|228755179-228757143	0.00130302999999998	HGT
CHR1|228757394-228761600	0.00124361	HGT
CHR1|228761663-228763087	0.00167533999999998	HGT
CHR1|228763757-228768314	0.00118654	HGT
CHR1|228768578-228769867	0.00192798999999997	HGT
CHR1|228770818-228775028	0.00123864	HGT
CHR1|228775284-228782327	0.00118165	HGT
CHR1|231432410-231434173	0.00157577999999996	HGT
CHR1|232892420-232893899	0.00901789999999991	HGT
CHR1|232895833-232896872	0.00799418999999994	HGT
CHR1|243216948-243220439	0.00225765999999997	HGT
CHR1|244438429-244439885	0.0352752000000009	HGT
CHR1|246647101-246648641	0.0125242199999998	HGT
CHR1|247279134-247280838	0.0179884399999999	HGT
CHR1|247281181-247282360	0.0185295599999998	HGT
CHR1|247894613-247895618	0.00159137999999991	HGT
CHR1|248350992-248352403	0.00960872999999992	HGT
CHR1|248429908-248431291	0.00115684999999995	HGT
CHR1|248470266-248471339	0.00117955999999996	HGT
CHR1|248838470-248839485	0.0106325299999999	HGT
CHR2|45195-46823	0.00153878999999996	HGT
CHR2|66770-68756	0.0100391699999998	HGT
CHR2|392809-393842	0.00843399999999992	HGT
CHR2|420012-421265	0.0129714199999999	HGT
CHR2|739786-740905	0.00831291999999992	HGT
CHR2|863877-865078	0.0153227999999998	HGT
CHR2|900392-901464	0.00184412999999996	HGT
CHR2|1107336-1111478	0.0101199999999999	HGT
CHR2|1540663-1541928	0.00974849999999984	HGT
CHR2|1558764-1560128	0.00647988999999996	HGT
CHR2|1571875-1573189	0.0125899699999999	HGT
CHR2|1682847-1684137	0.02965517	HGT
CHR2|1714291-1715466	0.0367710600000006	HGT
CHR2|2311466-2312583	0.0105618699999999	HGT
CHR2|2856162-2857173	0.0183919400000006	HGT
CHR2|3331954-3333836	0.00670813999999992	HGT
CHR2|10151849-10154395	0.0113623599999999	HGT
CHR2|10154877-10156267	0.0125234999999999	HGT
CHR2|18144397-18145791	0.0479118200000008	HGT
CHR2|18936135-18937737	0.034975080000001	HGT
CHR2|24898723-24899889	0.000971750000000024	HGT
CHR2|32335503-32336775	0.0198633800000009	HGT
CHR2|35041251-35042481	0.0683006799999994	HGT
CHR2|87581546-87583357	0.00574724999999995	HGT
CHR2|87584007-87585588	0.00797333999999996	HGT
CHR2|90289782-90291161	0.00690319999999994	HGT
CHR2|90292499-90293572	0.00948215999999993	HGT
CHR2|90520709-90521934	0.00524028999999994	HGT
CHR2|91634346-91635925	0.00581335999999992	HGT
CHR2|91669383-91671616	0.0126911199999999	HGT
CHR2|91741353-91742400	0.00937911999999994	HGT
CHR2|91743567-91747442	0.00566891999999995	HGT
CHR2|91997014-91998468	0.0159659899999999	HGT
CHR2|92171760-92172896	0.00591877999999993	HGT
CHR2|92173594-92175314	0.00621846999999995	HGT
CHR2|92230314-92231824	0.0155669899999999	HGT
CHR2|95429003-95430099	0.00414609999999995	HGT
CHR2|105671029-105672086	0.0258835000000008	HGT
CHR2|107082452-107084284	0.00876622999999991	HGT
CHR2|108160659-108161775	0.0094859199999999	HGT
CHR2|108443623-108446614	0.00872058999999993	HGT
CHR2|111980874-111982487	0.0137450499999998	HGT
CHR2|114407820-114411550	0.0109621699999998	HGT
CHR2|118850345-118851969	0.0313718700000007	HGT
CHR2|128346261-128347630	0.02330984	HGT
CHR2|132414472-132417080	0.00162663999999998	HGT
CHR2|133110082-133111355	0.00181015999999998	HGT
CHR2|170321103-170324914	0.027398730000001	HGT
CHR2|173486222-173487536	0.0221025000000009	HGT
CHR2|229759397-229761189	0.00295828999999998	HGT
CHR2|229761889-229763843	0.00297319999999999	HGT
CHR2|233764357-233765580	0.0215794800000007	HGT
CHR2|235553982-235557850	0.0392446700000006	HGT
CHR2|239455321-239457607	0.00442218999999994	HGT
CHR2|239675709-239677357	0.0101357099999999	HGT
CHR2|239685089-239686411	0.0156127599999998	HGT
CHR2|239788655-239790029	0.0301369900000009	HGT
CHR2|240202423-240204715	0.0274667000000007	HGT
CHR2|240267207-240268881	0.0255154500000009	HGT
CHR2|241538987-241540672	0.000838060000000016	HGT
CHR2|241626389-241628488	0.00102996000000001	HGT
CHR2|241862838-241863965	0.0361492700000006	HGT
CHR2|241916178-241919053	0.01902847	HGT
CHR2|242704912-242707061	0.0181786899999999	HGT
CHR2|242760170-242762460	0.0102588099999999	HGT
CHR2|242823428-242824771	0.00204953999999996	HGT
CHR2|242843972-242846682	0.000916730000000012	HGT
CHR2|242878291-242879373	0.00135719999999998	HGT
CHR2|242895025-242896104	0.00182836999999998	HGT
CHR2|242926926-242928535	0.00261239999999999	HGT
CHR2|242945419-242946812	0.0114937599999998	HGT
CHR2|242988669-242989835	0.01833184	HGT
CHR3|175695-177319	0.0206797700000006	HGT
CHR3|8453200-8454365	0.0115682399999998	HGT
CHR3|13743852-13746843	0.00260089999999996	HGT
CHR3|13748605-13749736	0.00285191999999999	HGT
CHR3|13749744-13753491	0.00259958999999996	HGT
CHR3|13755414-13757355	0.00300881999999997	HGT
CHR3|38201688-38203993	0.0258282700000009	HGT
CHR3|58858403-58859738	0.0101225799999999	HGT
CHR3|69882798-69884777	0.000950920000000024	HGT
CHR3|75444030-75446266	0.000866480000000011	HGT
CHR3|75826309-75829480	0.0142021899999998	HGT
CHR3|76062574-76063740	0.00992276999999991	HGT
CHR3|77339285-77345689	0.0101324599999999	HGT
CHR3|81063385-81064731	0.0117017299999998	HGT
CHR3|113956241-113957973	0.00141712999999997	HGT
CHR3|133133225-133137120	0.0138562199999998	HGT
CHR3|163537618-163538636	0.00145366999999992	HGT
CHR3|166597676-166598871	0.0102840299999998	HGT
CHR3|180851716-180852744	0.0184753800000008	HGT
CHR3|180867659-180868682	0.0362927400000008	HGT
CHR3|195199006-195216510	0.0132879499999998	HGT
CHR3|195217048-195219386	0.0132365199999998	HGT
CHR3|195219906-195223345	0.0129976299999998	HGT
CHR3|195226193-195227229	0.0132435999999998	HGT
CHR3|195227504-195228632	0.0132165399999998	HGT
CHR3|195228885-195230814	0.0132843199999998	HGT
CHR3|195232141-195233822	0.0133858899999998	HGT
CHR3|195437088-195438555	0.0116707399999999	HGT
CHR3|195439644-195441295	0.0247131600000005	HGT
CHR3|195502513-195503629	0.0476901000000008	HGT
CHR3|195601280-195602509	0.0125481999999998	HGT
CHR3|195607233-195608756	0.0108655199999999	HGT
CHR3|195825849-195827202	0.0194912299999999	HGT
CHR3|196237904-196239266	0.0146226099999998	HGT
CHR3|197404436-197405528	0.0126686399999999	HGT
CHR3|197406133-197407458	0.0211912100000005	HGT
CHR3|197485826-197488518	0.0179548800000001	HGT
CHR3|197825737-197832772	0.0142544599999998	HGT
CHR3|197945584-197947939	0.00575512999999993	HGT
CHR4|81130-82278	0.00126004999999995	HGT
CHR4|85643-87195	0.00380996999999995	HGT
CHR4|330091-331243	0.00158929999999997	HGT
CHR4|738461-741145	0.0157943799999998	HGT
CHR4|752002-754091	0.0107081399999999	HGT
CHR4|1088770-1090557	0.0112576399999999	HGT
CHR4|1217922-1218984	0.00854138999999993	HGT
CHR4|1266712-1268600	0.00870984999999997	HGT
CHR4|1276455-1277597	0.00976199999999992	HGT
CHR4|1313550-1315329	0.00755008	HGT
CHR4|1391061-1392234	0.0153299799999998	HGT
CHR4|1419643-1420914	0.0090383599999999	HGT
CHR4|1421074-1423139	0.0158387699999999	HGT
CHR4|1651084-1652190	0.00873612999999991	HGT
CHR4|3569760-3571167	0.0280824800000007	HGT
CHR4|6038622-6040298	0.0161708399999999	HGT
CHR4|7443293-7444492	0.01648452	HGT
CHR4|7483594-7484603	0.0184261900000002	HGT
CHR4|7641112-7642364	0.0125985399999999	HGT
CHR4|7836583-7837654	0.0181059999999999	HGT
CHR4|7919868-7920930	0.0129967799999999	HGT
CHR4|9475439-9476947	0.00635253999999989	HGT
CHR4|34837366-34838675	0.00127177999999993	HGT
CHR4|49168086-49169239	0.0107612599999998	HGT
CHR4|49525656-49526696	0.00189431999999996	HGT
CHR4|84570111-84571187	0.036800440000001	HGT
CHR4|103330612-103331985	0.0213433600000008	HGT
CHR4|104033951-104035032	0.0230246300000009	HGT
CHR4|119552087-119555126	0.00248203999999996	HGT
CHR4|120326863-120330399	0.00264389999999996	HGT
CHR4|132122437-132123490	0.0177308800000001	HGT
CHR4|132538607-132540633	0.00087807000000002	HGT
CHR4|138088500-138089508	0.0217050100000007	HGT
CHR4|141700894-141702449	0.0160559999999999	HGT
CHR4|144973876-144974976	0.0016901799999999	HGT
CHR4|148703983-148705505	0.0164118000000007	HGT
CHR4|149428767-149430325	0.0163323399999999	HGT
CHR4|159027039-159028242	0.034403060000001	HGT
CHR4|182160342-182162770	0.0196143800000002	HGT
CHR4|185886227-185888302	0.0386493500000003	HGT
CHR4|186955231-186956703	0.0102671399999999	HGT
CHR4|187159958-187161561	0.0204261000000002	HGT
CHR4|187292462-187293887	0.0100541499999999	HGT
CHR4|187354232-187357858	0.0145165599999998	HGT
CHR4|187890436-187892577	0.0128647799999999	HGT
CHR4|189366005-189367506	0.0167483799999998	HGT
CHR4|189368761-189369856	0.0176286799999999	HGT
CHR4|189931721-189933186	0.0126922699999998	HGT
CHR4|190105372-190106373	0.0107583899999999	HGT
CHR4|190228671-190230796	0.0167257499999999	HGT
CHR5|175503-177020	0.00237040999999999	HGT
CHR5|357742-359480	0.0146280999999999	HGT
CHR5|497875-499040	0.00171058999999997	HGT
CHR5|509284-510586	0.00145728	HGT
CHR5|562467-566179	0.0145089999999999	HGT
